0.0014	39.47989015
0.0018	53.64769484
0.0032	58.26360267
0.0046	72.0633942
0.005	87.68139134
0.0056	87.68139134
0.007	100.7112632
0.0084	114.1727233
0.0096	125.7527036
0.0102	132.6451789
0.0114	136.017463
0.0118	141.5196107
0.0132	144.9869565
0.0146	150.076769
0.016	154.4732728
0.0172	158.5264313
0.0186	163.0990199
0.0198	166.3317197
0.0202	167.0900073
0.0214	169.7019982
0.0228	172.9665858
0.0242	175.9466902
0.0256	178.7904191
0.026	181.2489877
0.0274	182.0822818
0.0288	184.3916396
0.0302	186.6338124
0.0316	189.0217866
0.033	191.0905821
0.0342	193.2315764
0.0358	195.4731475
0.0372	197.6385089
0.0386	199.7449079
0.04	201.705305
0.0412	203.6306054
0.0426	205.4972444
0.043	205.8266513
0.0444	207.7363086
0.045	208.8164824
0.0462	210.0282184
0.0466	212.2038079
0.048	212.4523923
0.0494	214.5506689
0.05	216.2114411
0.051	216.3756933
0.0522	217.8639907
0.0536	219.3753515
0.0552	220.7444206
0.0556	221.6000763
0.057	222.7561591
0.0582	224.3953719
0.0596	225.8908891
0.0602	227.1052323
0.0614	227.6186457
0.0628	228.7762326
0.0642	230.0804231
0.0648	231.547462
0.0662	231.976443
0.0676	233.1523804
0.069	234.4053298
0.0702	235.7390015
0.0716	236.8508625
0.0732	237.8263481
0.0746	238.8394371
0.0758	239.7817313
0.0772	240.6604505
0.0786	241.384544
0.0796	242.5343093
0.081	243.2183926
0.0824	243.9656499
0.0828	244.4529915
0.0842	245.0053121
0.0848	245.4758074
0.0862	245.9390828
0.0876	246.4286306
0.089	246.7896244
0.09	246.9568849
0.0904	247.651798
0.0908	247.651798
0.092	247.8423225
0.0934	248.1752391
0.0938	248.2534544
0.0948	248.2650864
0.0962	248.544255
0.0976	248.535531
0.099	248.6034179
0.0992	248.6345035
0.1006	248.6746139
0.1012	248.6702017
0.1026	248.594393
0.104	248.2414213
0.105	247.8957697
0.1062	247.6915073
0.1076	247.1203349
0.109	246.5963924
0.1096	246.0823773
0.111	245.8584609
0.1124	245.3755313
0.1138	244.41248
0.1158	243.5409807
0.1172	242.3371666
0.118	241.1378648
0.1192	240.6972518
0.1208	239.5128912
0.1222	238.2258479
0.1236	236.4509615
0.124	235.7395029
0.1256	234.6616354
0.1262	232.871106
0.1276	232.1202388
0.129	230.6757621
0.13	229.1308088
0.133	224.7261826
0.1332	224.0869227
0.1346	221.8668106
0.1352	221.4355233
0.1362	218.982871
0.1378	216.8413754
0.1392	214.3902272
0.1398	213.2069697
0.1412	210.3205231
0.1426	207.6689231
0.144	204.927175
0.145	202.4694086
0.1464	199.8622309
0.1478	196.0898453
0.1492	192.4124212
0.1508	188.9370533
0.1514	185.5367922
0.1528	184.146966
0.1542	180.5069448
0.1558	177.6207991
0.1572	174.2196355
0.1586	171.5318359
0.1596	168.9362902
0.161	167.1024415
0.1624	164.6934093
0.1638	162.2908951
0.1652	160.4116214
0.1666	158.7089338
0.168	156.9671385
0.1694	155.3805706
0.17	154.2145605
0.1712	153.437421
0.1726	152.1897862
0.174	151.1497229
0.175	150.4842909
0.1762	149.9127174
0.1776	149.2825826
0.179	148.7795978
0.1798	148.2882451
0.1812	147.8390083
0.1826	147.4879418
0.184	147.2528947
0.1854	147.0969654
0.1868	147.1261458
0.1882	147.1350703
0.1896	147.3636998
0.19	147.4783153
0.1912	147.6865887
0.1926	148.0315384
0.1932	148.572628
0.1946	149.6519996
0.196	152.6175639
0.1974	155.6085984
0.1988	159.1807327
0.1998	162.7548725
0.2014	165.7189327
0.2018	170.0180684
0.2032	171.3377014
0.2046	175.3035195
0.205	179.9353712
0.2062	181.070396
0.2076	185.5496276
0.209	190.5746618
0.2104	195.1896671
0.2118	199.5186851
0.2132	203.7308815
0.2146	207.9959234
0.2154	211.7529667
0.2168	216.1715312
0.218	221.1227622
0.2194	225.8588008
0.221	231.9966987
0.2212	237.4136118
0.2226	240.313395
0.224	246.5631008
0.2254	253.0366227
0.2258	261.6202539
0.2266	261.6202539
0.228	268.2523123
0.2294	275.9408793
0.23	279.890553
0.2314	288.2487635
0.2328	295.525597
0.2342	303.1010526
0.235	307.4464157
0.2364	315.9851231
0.2378	323.519265
0.2392	365.3458156
0.239	365.6767267
0.2386	363.8216195
0.238	365.3157328
0.2372	364.8143525
0.2358	362.1823063
0.2342	356.7926684
0.2326	347.1467126
0.231	339.7381163
0.2286	326.1438908
0.226	313.4774193
0.2234	297.8098858
0.2204	282.5980067
0.2176	265.7616554
0.2144	248.3336753
0.2108	231.1864681
0.2062	212.4039589
0.203	199.5995076
0.1974	183.0950701
0.1928	168.6326543
0.189	155.6899223
0.184	141.8003837
0.178	132.9319685
0.174	129.9276976
0.168	128.3744213
0.163	128.3994903
0.1576	129.4704387
0.153	132.1766892
0.149	135.4328535
0.1438	142.867321
0.1368	152.7802117
0.133	159.7698546
0.129	168.7345348
0.123	177.7575757
0.118	184.7345837
0.1132	191.0902813
0.108	195.8531938
0.103	199.7733863
0.098	202.2327571
0.093	204.0106517
0.089	205.1126857
0.084	205.6561819
0.079	205.2049397
0.074	204.1921514
0.068	202.4698097
0.063	199.7070036
0.058	196.6726498
0.053	192.8495246
0.0492	189.6822048
0.0434	183.9153283
0.038	178.7378745
0.0328	173.3283819
0.028	167.5617059
0.0228	160.7065333
0.0172	153.2619379
0.013	147.4752068
